Date & time,Method,Pre proc,Red limit,IR limit,R square of Chlorophyll-a,R square of P,R square of K,Mean squared error of Chlorophyll-a,Mean squared error of P,Mean squared error of K,Mean absolute percentage error of Chlorophyll-a,Mean absolute percentage error of P,Mean absolute percentage error of K
"14/08/2024, 16:46:59",elastic_net,nvdi,706,757,-0.0234422785046664,0.0462167746299312,-0.0395107313680758,10.253233848898333,683804.6087910248,106114554.19002897,0.0633954155983985,0.1664492576097725,0.2509172336785243
"14/08/2024, 15:45:45",elastic_net,nvdi,705,757,-0.0234427527375566,0.0460740042880183,-0.0391757925513587,10.253238599943725,683906.9664496646,106080363.21715648,0.0633954284293412,0.1664688304879892,0.2508776607584939
"14/08/2024, 14:45:16",elastic_net,nvdi,704,757,-0.0234435563537072,0.0459671029826683,-0.0388775304485928,10.253246650875848,683983.60818894,106049916.24906684,0.0633954501493744,0.1664847276350473,0.2508458080782715
"14/08/2024, 21:00:27",grad_descend,nvdi,707,751,-5.345479050594037e+23,-1.809127803497612e+19,-4.191824587860487e+17,4.575253783275442e+24,1.237990392152494e+25,4.444343254574388e+25,43880222491.313484,603377903.3766978,175689450.78942558
"15/08/2024, 12:39:26",grad_descend,nvdi,722,750,-3.228322195823125e+23,-8.049754043630358e+19,-8.815387988366602e+17,2.7631561549998806e+24,5.50846554120643e+25,9.346433592668534e+25,35941764715.57588,928514354.526271,161030239.9970766
"15/08/2024, 08:30:32",grad_descend,nvdi,718,751,-3.331579654100375e+23,-1.3606361509105512e+20,-5.648160145957785e+16,2.8515353390099457e+24,9.31086504107689e+25,5.988409562303667e+24,22521849697.91208,1036200809.4030848,64509129.140543856
"12/08/2024, 04:36:25",grad_descend,nvdi,646,752,-4.632348956439656e+23,-1.417943672020246e+20,-2.2510888664653696e+17,3.964877962817438e+24,9.703021749932491e+25,2.386696153292339e+25,40621285500.03208,1238606959.6734486,92942055.18410276
"14/08/2024, 16:49:18",grad_descend,nvdi,703,751,-7.078834183069238e+23,-2.1595386961397576e+20,-3.890481242204714e+18,6.058851334132133e+24,1.4777773865029618e+26,4.124846759073445e+26,48880097947.28418,2051935367.1803336,468427362.0768068
"15/08/2024, 08:30:31",grad_descend,nvdi,718,750,-2.1266662496059157e+23,-2.510956180001282e+20,-4.351128694662592e+18,1.820236822963953e+24,1.718253193581865e+26,4.61324396061593e+26,24531959290.197723,3083549922.399207,485503517.7454803
"14/08/2024, 16:49:20",grad_descend,nvdi,703,752,-5.400963348510351e+23,-3.237385801769064e+20,-2.4283881212930324e+18,4.622743398621664e+24,2.215350684751273e+26,2.5746760486143845e+26,30129974331.26917,2151554990.7917542,443187226.3551787
"14/08/2024, 04:17:27",grad_descend,nvdi,691,750,-7.493249127977306e+23,-7.411984955866489e+20,-1.2869951793800691e+17,6.413553602458452e+24,5.072038661061711e+26,1.364524737202084e+25,36584196541.28713,4424942063.140303,98914858.2446199
"15/08/2024, 09:33:09",grad_descend,nvdi,719,751,-2.037623520381982e+23,-1.1673691667696952e+21,-7.869275263509747e+16,1.744024180486251e+24,7.988334543098258e+26,8.34332632549858e+24,25490803699.747192,6066869531.496663,51124870.06295685
"15/08/2024, 04:17:40",grad_descend,nvdi,714,750,-3.876260994239788e+23,-1.483068404552326e+21,-1.3525726477409398e+18,3.3177340348734057e+24,1.01486718195978e+27,1.4340526415914364e+26,30107376454.60757,6741429633.150462,339868408.3380466
"12/08/2024, 07:07:41",gradient_boost,nvdi,629,1124,0.0220720739560716,-0.2144635087115458,-0.279789658027358,8.370191709770088,831060.2227758451,135688514.98223174,0.0542741119514555,0.2141878482512236,0.341567984177328
"11/08/2024, 18:42:10",gradient_boost,nvdi,627,1118,0.0211709311400351,-0.2147726709176438,-0.2831515417254475,8.377904689353995,831271.7831974062,136044955.592355,0.053732705950454,0.2141767498647111,0.3417437412186769
"12/08/2024, 00:55:24",gradient_boost,nvdi,628,1124,0.020949925780807,-0.2148471267290084,-0.2812644043635648,8.379796298312447,831322.7334834674,135844873.598728,0.0542768568741802,0.214219383599909,0.3415341858632327
"13/08/2024, 07:52:32",gradient_boost,nvdi,633,1123,0.0217702265320657,-0.2149123526349259,-0.283251280116094,8.372775254772481,831367.3677236185,136055530.26298833,0.0543236869686,0.2142026512280911,0.341927125118703
"14/08/2024, 02:20:40",gradient_boost,nvdi,636,1123,0.021558529999098,-0.2155566134587816,-0.278870164835483,8.374587188472342,831808.2369139718,135591026.56688222,0.0543225297510784,0.214239402277197,0.3413051672364022
"14/08/2024, 08:30:51",gradient_boost,nvdi,637,1124,0.027281024640639,-0.2155689467871078,-0.2753050098596974,8.325607733103276,831816.6766394249,135213034.30752024,0.0543193427474794,0.2144825674153425,0.3408502286191116
"11/08/2024, 18:42:45",gradient_boost,nvdi,627,1123,0.0224955811796804,-0.2157461911646832,-0.2781037255935663,8.3665668652824,831937.9653820316,135509765.55503744,0.0542353505035801,0.2144367662011984,0.3410356314837739
"14/08/2024, 14:38:22",gradient_boost,nvdi,638,1118,0.0225117680919281,-0.2164852398548353,-0.2712605650524042,8.366428319736155,832443.6981312451,134784225.7870052,0.0537598773056927,0.2144788018770728,0.3399848016328397
"12/08/2024, 19:30:48",gradient_boost,nvdi,631,1124,0.0212103184636206,-0.2167199982191676,-0.2795734414192918,8.377567568958344,832604.3438296635,135665590.81631202,0.0543746849139822,0.2146199126310455,0.3416246408727961
"14/08/2024, 08:30:44",gradient_boost,nvdi,637,1123,0.0288204784310451,-0.2168354601150637,-0.2712012472281637,8.312431380316054,832683.3546753884,134777936.66954538,0.0543649666267692,0.2145036300831569,0.3407140662625273
"12/08/2024, 15:55:17",random_forrest,nvdi,657,937,0.0065527420562506,0.0177017235084742,-0.4896548079636427,8.503023363054135,672189.0107340161,157939273.42738956,0.0557965744042702,0.2006686146240428,0.3615101514016565
"14/08/2024, 09:19:30",random_forrest,nvdi,696,1588,0.0062793676889494,-0.0517497711666024,-0.3342945573106313,8.505363204060725,719714.8311664632,141467346.5242861,0.0560011042269623,0.202915109702864,0.3511837597131413
"11/08/2024, 08:09:28",random_forrest,nvdi,627,1402,0.0089172840983725,-0.0887932736072196,-0.5047243580695586,8.482784989988712,745063.7866269347,159537008.5415128,0.0557852881785059,0.2044360138020257,0.3701169969967947
"12/08/2024, 13:59:43",random_forrest,nvdi,655,1311,0.0058613215780718,-0.0909885547232134,-0.5593252651562517,8.508941306289307,746566.0226350375,165326019.22213966,0.0558925790977369,0.2048190759322711,0.371753658923792
"15/08/2024, 10:08:57",random_forrest,nvdi,720,1323,0.0055868918572918,-0.1046152486960896,-0.3789391378433979,8.511290180181351,755890.8012286827,146200746.88933754,0.0563006217516072,0.2094874762189491,0.3587785486329012
"12/08/2024, 08:36:59",random_forrest,nvdi,650,1067,0.0077162838794635,-0.1166587662685956,-0.49474709723536,8.493064481767222,764132.2085044191,158479178.68823087,0.0553856096762402,0.205341243816819,0.3573540618412707
"15/08/2024, 18:17:20",random_forrest,nvdi,728,1004,0.0058195332544239,-0.1229246676488333,-0.4380277777258894,8.50929897710619,768419.9794910308,152465565.28952166,0.0558968596604539,0.2110495451145944,0.357391505255942
"13/08/2024, 22:46:37",random_forrest,nvdi,686,1324,0.0083299635094133,-0.1507495014953537,-0.476867711311451,8.487811930925526,787460.5784463036,156583533.32995468,0.0556189730180425,0.2125720288484587,0.3678449373964829
"16/08/2024, 04:38:27",random_forrest,nvdi,738,946,0.007987508230929,-0.2091100254507705,-0.4961932835734317,8.490743042980514,827396.8216448826,158632509.2573363,0.0559134680987947,0.2164957697014939,0.3681497260362563
"14/08/2024, 17:18:58",random_forrest,nvdi,704,961,0.0111280821824933,-0.2400381274050962,-0.4832240767859452,8.46386252821738,848560.9942328798,157257461.1012166,0.0555839021903368,0.2229408653321672,0.3621299169996632
"16/08/2024, 17:04:06",ridge,nvdi,661,1830,-0.2974308997838644,0.0123778056502447,0.013160137339887,11.104852486728792,675832.1801907868,104628783.83938137,0.062269397071915,0.1964967717368487,0.299287810650821
"14/08/2024, 01:53:15",ridge,nvdi,643,1830,-0.2975266675324746,0.0099462506148613,0.0115101560483974,11.105672173327502,677496.0989951824,104803721.5799596,0.0622757902006196,0.1967236247158683,0.2994948285707728
"13/08/2024, 03:55:17",ridge,nvdi,637,1830,-0.2975539839228409,0.0099450165965878,0.011388693198626,11.10590597729004,677496.9434367765,104816599.56628153,0.0622724147434975,0.1967018774115042,0.2995111157738696
"13/08/2024, 07:36:38",ridge,nvdi,638,1830,-0.2973143113276111,0.0099351315174426,0.0115074443058773,11.103854593423982,677503.7078195823,104804009.08995256,0.0622713960929851,0.1967087441693824,0.299497163732751
"13/08/2024, 11:16:37",ridge,nvdi,639,1830,-0.2972489834750351,0.0099042740551811,0.0115515540151248,11.103295445213275,677524.823653263,104799332.39882088,0.0622676790992482,0.1967188352077286,0.2994960743427642
"13/08/2024, 18:35:52",ridge,nvdi,641,1830,-0.297357071414869,0.0099038406823874,0.0114577465630575,11.104220581671528,677525.1202112805,104809278.24717608,0.0622734116522453,0.1967210761576424,0.2995005581070695
"13/08/2024, 14:56:30",ridge,nvdi,640,1830,-0.2975038150984559,0.0098916438740999,0.0114938678670306,11.1054765768539,677533.4665157516,104805448.5193262,0.0622714703629277,0.1967233319991821,0.2994978201546907
"13/08/2024, 22:14:51",ridge,nvdi,642,1830,-0.2975826156369501,0.0098911360914697,0.0115279716624034,11.106151039251856,677533.8139925944,104801832.69595994,0.0622764646393067,0.1967287336132487,0.2994974782338934
"13/08/2024, 07:36:29",ridge,nvdi,638,1829,-0.2975823886964586,0.0098742943176013,0.0110328908213456,11.106149096843453,677545.338857889,104854323.18429756,0.0622940026503139,0.1967005365691638,0.2994772425071146
"13/08/2024, 14:56:21",ridge,nvdi,640,1829,-0.2976462832075606,0.0098667003625096,0.0112531114159715,11.106695976928258,677550.53541914,104830974.4994056,0.0622955065740421,0.1967054036689389,0.2994431788933274
"14/08/2024, 14:55:54",SVR,nvdi,740,1354,-0.183438071871866,-0.1549113729662929,-0.098412397196657,10.129175447806194,790308.556839226,116458158.63476966,0.060674848224723,0.2113967409265427,0.3181984592705933
"14/08/2024, 14:55:55",SVR,nvdi,740,1355,-0.1818432549476478,-0.1563176670882942,-0.098356794340856,10.115525235922286,791270.8871998629,116452263.39340316,0.0609335965168152,0.2115859411593927,0.3181881295540439
"14/08/2024, 14:56:07",SVR,nvdi,740,1361,-0.1810596352406117,-0.163121095901902,-0.0980019920950754,10.108818149437928,795926.4894677935,116414645.81340449,0.0609619587582359,0.2123985002054794,0.3181317686765423
"09/08/2024, 17:06:36",SVR,nvdi,625,766,-0.1555140932400498,-0.1832161501891733,-0.0533115593220312,9.890171071079433,809677.5821707683,111676384.00698036,0.0577675510583852,0.2126550564937078,0.311015694060739
"09/08/2024, 17:06:31",SVR,nvdi,625,765,-0.1578707692008445,-0.1840739545797136,-0.0526300540211976,9.910342117497398,810264.5797238334,111604128.03769463,0.0577875936819036,0.2127443707229094,0.3108683324372854
"09/08/2024, 17:06:26",SVR,nvdi,625,764,-0.1599792565505211,-0.1851508971699225,-0.0519422708988153,9.928388890541108,811001.5340600616,111531206.46818472,0.0578067770431042,0.2128492288607079,0.3107165592912651
"09/08/2024, 17:06:21",SVR,nvdi,625,763,-0.1617403354756885,-0.1863206409489839,-0.0512707189882735,9.943462157013125,811801.9924671229,111460005.79790008,0.0578184007997968,0.2129594249030099,0.3105694838295093
"09/08/2024, 17:06:17",SVR,nvdi,625,762,-0.1630288537473851,-0.1877503835945957,-0.050614770884569,9.954490725344607,812780.368707373,111390459.50680543,0.0578128987317182,0.2130891676814068,0.3104264478571738
"09/08/2024, 17:06:12",SVR,nvdi,625,761,-0.168026099360099,-0.1887407744287754,-0.0499981894101069,9.997262695226306,813458.0954742825,111325087.0261712,0.0578692288695737,0.2131604431505893,0.3102918049427927
"09/08/2024, 17:06:07",SVR,nvdi,625,760,-0.1760515511620386,-0.1931066399238823,-0.0494107155126051,10.065953411945586,816445.6674556113,111262800.64946637,0.0579252100636556,0.2136865425305509,0.310163826589703
